,variable,relative_importance,scaled_importance,percentage
0,Neighborhood.Crawfor,1.0,1.0,0.0038207626388
1,PoolQC.NA,0.997164905071,0.997164905071,0.00380993041402
2,LandContour.Bnk,0.973758637905,0.973758637905,0.00372050062292
3,BsmtExposure.Gd,0.971729516983,0.971729516983,0.00371274783351
4,OverallQual,0.970094323158,0.970094323158,0.00370650014604
5,Neighborhood.Edwards,0.961903274059,0.961903274059,0.00367520409167
6,BsmtExposure.No,0.957684695721,0.957684695721,0.00365908590516
7,RoofMatl.WdShngl,0.939673960209,0.939673960209,0.00359027115982
8,Condition1.Norm,0.930827081203,0.930827081203,0.00355646933505
9,Condition2.Norm,0.930770337582,0.930770337582,0.00355625253114
10,Condition1.PosN,0.928670883179,0.928670883179,0.00354823101419
11,LandContour.Lvl,0.928612709045,0.928612709045,0.00354800874464
12,RoofStyle.Gambrel,0.926246166229,0.926246166229,0.00353896674626
13,Electrical.SBrkr,0.924519121647,0.924519121647,0.00353236811885
14,ExterQual.TA,0.922533392906,0.922533392906,0.00352478112066
15,GarageQual.Gd,0.922491431236,0.922491431236,0.00352462079508
16,BsmtFinType2.LwQ,0.920766353607,0.920766353607,0.00351802968293
17,SaleType.WD,0.920272231102,0.920272231102,0.00351614175812
18,LotConfig.FR2,0.919338107109,0.919338107109,0.00351257269207
19,Exterior1st.Stone,0.916461706161,0.916461706161,0.0035015826468
20,Exterior2nd.HdBoard,0.916225492954,0.916225492954,0.0035006801322
21,RoofStyle.Gable,0.916122198105,0.916122198105,0.0035002854671
22,Heating.OthW,0.91372936964,0.91372936964,0.0034911430375
23,BsmtFinType2.NA,0.913341224194,0.913341224194,0.00348966002588
24,1stFlrSF,0.913190722466,0.913190722466,0.0034890849945
25,GarageCars,0.913003027439,0.913003027439,0.00348836785635
26,Neighborhood.CollgCr,0.912060916424,0.912060916424,0.00348476827379
27,Functional.Typ,0.911858379841,0.911858379841,0.00348399442958
28,BldgType.TwnhsE,0.911653459072,0.911653459072,0.00348321147596
29,SaleCondition.Alloca,0.910498082638,0.910498082638,0.00347879705684
30,Foundation.Wood,0.909092962742,0.909092962742,0.00347342842724
31,FireplaceQu.NA,0.906307041645,0.906307041645,0.003462784084
32,LandSlope.Gtl,0.906149685383,0.906149685383,0.00346218286307
33,LotShape.Reg,0.906130492687,0.906130492687,0.00346210953234
34,Utilities.AllPub,0.905705392361,0.905705392361,0.00346048532489
35,Condition2.Artery,0.905347645283,0.905347645283,0.00345911845823
36,Exterior1st.AsphShn,0.904229342937,0.904229342937,0.00345484569041
37,RoofMatl.WdShake,0.902216613293,0.902216613293,0.00344715552818
38,BsmtExposure.NA,0.901898086071,0.901898086071,0.00344593851127
39,BsmtQual.Fa,0.901598334312,0.901598334312,0.00344479323095
40,Neighborhood.Mitchel,0.899882078171,0.899882078171,0.0034382358236
41,Exterior2nd.MetalSd,0.899629533291,0.899629533291,0.00343727090956
42,GarageFinish.Fin,0.898798644543,0.898798644543,0.00343409628088
43,MasVnrType.NA,0.898324847221,0.898324847221,0.00343228601377
44,YearRemodAdd,0.896624326706,0.896624326706,0.00342578872852
45,RoofMatl.CompShg,0.896615505219,0.896615505219,0.00342575502371
46,CentralAir.Y,0.896077930927,0.896077930927,0.00342370107994
47,Condition1.RRAn,0.895568966866,0.895568966866,0.00342175644907
48,Exterior2nd.VinylSd,0.895030081272,0.895030081272,0.00341969749513
49,Functional.Maj2,0.894563734531,0.894563734531,0.00341791569493
50,Exterior2nd.Brk Cmn,0.892333686352,0.892333686352,0.00340939521016
51,GarageType.2Types,0.89209574461,0.89209574461,0.00340848609124
52,BsmtCond.Gd,0.891681551933,0.891681551933,0.00340690355934
53,Exterior2nd.Stucco,0.891546010971,0.891546010971,0.00340638568949
54,Exterior1st.Stucco,0.890670716763,0.890670716763,0.00340304139808
55,BsmtQual.Ex,0.890473544598,0.890473544598,0.00340228805004
56,Heating.Floor,0.889664292336,0.889664292336,0.00339919608923
57,GarageFinish.RFn,0.889563679695,0.889563679695,0.00339881167222
58,GrLivArea,0.888952970505,0.888952970505,0.00339647829736
59,MasVnrType.None,0.888214588165,0.888214588165,0.0033936571137
60,LotConfig.CulDSac,0.887838184834,0.887838184834,0.00339221896592
61,Foundation.BrkTil,0.88690418005,0.88690418005,0.00338865035533
62,MSZoning.RH,0.886333286762,0.886333286762,0.00338646910759
63,SaleCondition.Partial,0.885679841042,0.885679841042,0.00338397244659
64,Exterior2nd.Wd Shng,0.884929716587,0.884929716587,0.0033811063991
65,RoofMatl.Tar&Grv,0.883847773075,0.883847773075,0.00337697254976
66,GarageFinish.Unf,0.883611500263,0.883611500263,0.00337606980742
67,GarageArea,0.883375883102,0.883375883102,0.00337516957018
68,Fence.GdPrv,0.883341491222,0.883341491222,0.00337503816697
69,MSZoning.RL,0.881661176682,0.881661176682,0.00336861808395
70,Neighborhood.BrkSide,0.881144821644,0.881144821644,0.00336664521391
71,MasVnrType.BrkCmn,0.880725979805,0.880725979805,0.00336504491866
72,GarageType.Basment,0.880165755749,0.880165755749,0.00336290443552
73,LandSlope.Mod,0.879614174366,0.879614174366,0.00336079697398
74,BsmtFinType1.ALQ,0.879538834095,0.879538834095,0.00336050911669
75,Electrical.FuseA,0.879186272621,0.879186272621,0.00335916206298
76,Neighborhood.NAmes,0.878953099251,0.878953099251,0.00335827116288
77,Foundation.CBlock,0.878893733025,0.878893733025,0.00335804433862
78,Exterior2nd.AsphShn,0.878885388374,0.878885388374,0.00335801245569
79,PavedDrive.Y,0.878476202488,0.878476202488,0.00335644905354
80,HouseStyle.SFoyer,0.878321230412,0.878321230412,0.00335585694202
81,Neighborhood.NridgHt,0.878116190434,0.878116190434,0.00335507353294
82,MasVnrType.BrkFace,0.878061532974,0.878061532974,0.00335486469976
83,BsmtQual.TA,0.878046751022,0.878046751022,0.00335480822143
84,Exterior1st.WdShing,0.878041982651,0.878041982651,0.00335479000261
85,MiscFeature.Gar2,0.878011107445,0.878011107445,0.00335467203578
86,RoofStyle.Hip,0.878004908562,0.878004908562,0.00335464835132
87,GarageType.BuiltIn,0.877945721149,0.877945721149,0.00335442221027
88,GarageQual.NA,0.877717196941,0.877717196941,0.00335354907351
89,Exterior2nd.AsbShng,0.877654910088,0.877654910088,0.00335331109023
90,MSZoning.RM,0.877414464951,0.877414464951,0.00335239240643
91,Functional.Sev,0.877280652523,0.877280652523,0.00335188114091
92,Fence.MnPrv,0.876741528511,0.876741528511,0.00334982127602
93,Condition1.RRNn,0.876567840576,0.876567840576,0.00334915765565
94,BsmtFinType1.BLQ,0.876548528671,0.876548528671,0.00334908386945
95,Alley.Grvl,0.875975131989,0.875975131989,0.00334689305682
96,Condition1.PosA,0.875918030739,0.875918030739,0.0033466748865
97,OverallCond,0.87541359663,0.87541359663,0.00334474756351
98,LotFrontage,0.87538588047,0.87538588047,0.00334464166664
99,FireplaceQu.Ex,0.87531876564,0.87531876564,0.0033443852368
100,TotalBsmtSF,0.875270903111,0.875270903111,0.00334420236544
101,Neighborhood.SawyerW,0.875208616257,0.875208616257,0.00334396438215
102,KitchenQual.TA,0.874582350254,0.874582350254,0.00334157156841
103,MSZoning.C (all),0.873631000519,0.873631000519,0.00333793668688
104,MiscFeature.Shed,0.873592793941,0.873592793941,0.00333779070862
105,MasVnrType.Stone,0.873195707798,0.873195707798,0.00333627353672
106,GarageCond.Fa,0.872694551945,0.872694551945,0.00333435873916
107,Neighborhood.NoRidge,0.872435748577,0.872435748577,0.00333336991292
108,SaleCondition.Abnorml,0.872258722782,0.872258722782,0.00333269353938
109,BsmtCond.TA,0.871283769608,0.871283769608,0.00332896847471
110,Exterior1st.AsbShng,0.871202111244,0.871202111244,0.00332865647749
111,Neighborhood.MeadowV,0.870802342892,0.870802342892,0.0033271290575
112,GarageType.Detchd,0.870650231838,0.870650231838,0.00332654787727
113,GarageQual.TA,0.870360553265,0.870360553265,0.0033254410842
114,Alley.Pave,0.869812786579,0.869812786579,0.00332334819772
115,YrSold,0.869707226753,0.869707226753,0.00332294487868
116,HouseStyle.1Story,0.868747115135,0.868747115135,0.00331927652008
117,Condition2.PosA,0.867841899395,0.867841899395,0.0033158179056
118,MSSubClass,0.866668641567,0.866668641567,0.00331133516592
119,HeatingQC.Po,0.866581141949,0.866581141949,0.00331100085065
120,ExterCond.Fa,0.866287350655,0.866287350655,0.00330987834385
121,ExterQual.Fa,0.866281211376,0.866281211376,0.00330985488712
122,CentralAir.N,0.865804135799,0.865804135799,0.00330803209458
123,Exterior1st.CemntBd,0.865705907345,0.865705907345,0.00330765678697
124,Foundation.Slab,0.865573465824,0.865573465824,0.00330715075936
125,Street.Pave,0.865249335766,0.865249335766,0.00330591233534
126,ExterCond.TA,0.865141034126,0.865141034126,0.00330549854049
127,GarageType.Attchd,0.864764511585,0.864764511585,0.00330405993723
128,Electrical.FuseP,0.864261269569,0.864261269569,0.00330213716894
129,Heating.Grav,0.863761425018,0.863761425018,0.00330022738155
130,OpenPorchSF,0.863160789013,0.863160789013,0.00329793249394
131,ExterCond.Gd,0.86279386282,0.86279386282,0.00329653055605
132,MiscFeature.Othr,0.862755775452,0.862755775452,0.00329638503326
133,Fence.GdWo,0.862583875656,0.862583875656,0.00329572824494
134,Neighborhood.NPkVill,0.862393856049,0.862393856049,0.00329500222512
