,variable,relative_importance,scaled_importance,percentage
0,ExterCond.Gd,1.0,1.0,0.00381977697428
1,CentralAir.N,0.955833435059,0.955833435059,0.00365107054648
2,Condition1.RRNe,0.952775776386,0.952775776386,0.00363939097229
3,BsmtQual.Gd,0.952008008957,0.952008008957,0.00363645827194
4,LandContour.Lvl,0.940899014473,0.940899014473,0.00359402439061
5,GarageFinish.Unf,0.938244998455,0.938244998455,0.00358388664133
6,LandContour.Bnk,0.936586678028,0.936586678028,0.00357755222715
7,Exterior1st.BrkFace,0.93315333128,0.93315333128,0.00356443760829
8,Foundation.Wood,0.931383371353,0.931383371353,0.00355767675612
9,SaleType.WD,0.930987775326,0.930987775326,0.00355616566752
10,BsmtFinType2.Unf,0.929579794407,0.929579794407,0.00355078749443
11,Neighborhood.Crawfor,0.922386884689,0.922386884689,0.00352331218351
12,ExterCond.TA,0.92236161232,0.92236161232,0.0035232156487
13,SaleCondition.Abnorml,0.920194745064,0.920194745064,0.00351493869905
14,GarageType.Attchd,0.918996095657,0.918996095657,0.00351036012564
15,GrLivArea,0.91731095314,0.91731095314,0.00350392325706
16,Id,0.916455805302,0.916455805302,0.00350065678304
17,GarageQual.Po,0.913532555103,0.913532555103,0.00348949061924
18,SaleType.COD,0.913522839546,0.913522839546,0.00348945350798
19,LotShape.IR2,0.911583840847,0.911583840847,0.00348204696539
20,LotConfig.FR3,0.911472499371,0.911472499371,0.00348162166578
21,Condition2.Norm,0.910798490047,0.910798490047,0.00347904710049
22,Exterior1st.MetalSd,0.91079634428,0.91079634428,0.00347903890414
23,BldgType.2fmCon,0.907631158829,0.907631158829,0.00346694860163
24,GarageCond.TA,0.907563149929,0.907563149929,0.0034666888228
25,Neighborhood.NAmes,0.907436192036,0.907436192036,0.00346620387197
26,Neighborhood.NridgHt,0.905476748943,0.905476748943,0.00345871923636
27,Condition1.Norm,0.904815137386,0.904815137386,0.00345619202777
28,MasVnrType.None,0.904672443867,0.904672443867,0.00345564697035
29,HeatingQC.Fa,0.904613733292,0.904613733292,0.00345542270904
30,Condition2.PosN,0.904468894005,0.904468894005,0.00345486945527
31,Neighborhood.SawyerW,0.903458237648,0.903458237648,0.00345100897339
32,BsmtCond.TA,0.902936220169,0.902936220169,0.00344901498304
33,BsmtFinType2.BLQ,0.902792394161,0.902792394161,0.00344846559977
34,RoofMatl.WdShake,0.902132451534,0.902132451534,0.00344594476612
35,KitchenQual.TA,0.901960253716,0.901960253716,0.00344528700886
36,Utilities.AllPub,0.901050329208,0.901050329208,0.00344181130018
37,Street.Pave,0.899029254913,0.899029254913,0.00343409124712
38,HouseStyle.SFoyer,0.898819565773,0.898819565773,0.00343329028137
39,GarageQual.TA,0.897743105888,0.897743105888,0.00342917844469
40,BsmtFinType1.GLQ,0.897654473782,0.897654473782,0.00342883988981
41,BsmtExposure.NA,0.897622287273,0.897622287273,0.00342871694453
42,Fence.GdWo,0.897270321846,0.897270321846,0.00342737251509
43,BsmtQual.Ex,0.896897852421,0.896897852421,0.00342594976496
44,Exterior2nd.Plywood,0.896518826485,0.896518826485,0.00342450197041
45,RoofStyle.Flat,0.896449565887,0.896449565887,0.00342423741038
46,GarageFinish.Fin,0.895708024502,0.895708024502,0.00342140488767
47,Condition2.Feedr,0.895152747631,0.895152747631,0.00341928385386
48,Neighborhood.BrkSide,0.894985318184,0.894985318184,0.00341864431072
49,ExterQual.Gd,0.894296646118,0.894296646118,0.00341601373702
50,Neighborhood.Mitchel,0.893429100513,0.893429100513,0.00341269990629
51,RoofStyle.Gable,0.893176496029,0.893176496029,0.0034117350135
52,BsmtCond.NA,0.893097996712,0.893097996712,0.00341143516361
53,LotConfig.FR2,0.8929515481,0.8929515481,0.00341087576258
54,MiscFeature.NA,0.892719388008,0.892719388008,0.00340998896281
55,Heating.OthW,0.892701566219,0.892701566219,0.00340992088755
56,2ndFlrSF,0.891169250011,0.891169250011,0.00340406778138
57,Fence.MnWw,0.890939056873,0.890939056873,0.00340318849493
58,CentralAir.Y,0.890518307686,0.890518307686,0.00340158132687
59,LotShape.Reg,0.889942228794,0.889942228794,0.00339938083399
60,HouseStyle.1Story,0.889743328094,0.889743328094,0.00339862107767
61,Neighborhood.NoRidge,0.889740586281,0.889740586281,0.00339861060456
62,Foundation.PConc,0.887765049934,0.887765049934,0.00339106449631
63,Exterior1st.ImStucc,0.887096166611,0.887096166611,0.00338850951119
64,HeatingQC.Gd,0.886367619038,0.886367619038,0.00338572662195
65,Condition1.RRAe,0.886275470257,0.886275470257,0.00338537463416
66,Neighborhood.ClearCr,0.886126816273,0.886126816273,0.00338480680909
67,ExterCond.Po,0.886087357998,0.886087357998,0.00338465608728
68,GarageQual.Gd,0.885718286037,0.885718286037,0.0033832463147
69,Neighborhood.Edwards,0.885658323765,0.885658323765,0.0033830172722
70,Neighborhood.Blueste,0.885530471802,0.885530471802,0.00338252890621
71,BsmtFinType2.Rec,0.885409772396,0.885409772396,0.0033820678614
72,OverallQual,0.885261535645,0.885261535645,0.00338150163007
73,FullBath,0.884697198868,0.884697198868,0.00337934598944
74,Neighborhood.IDOTRR,0.884527027607,0.884527027607,0.00337869597318
75,LotFrontage,0.884314000607,0.884314000607,0.00337788225755
76,GarageYrBlt,0.883667051792,0.883667051792,0.00337541105736
77,Exterior2nd.ImStucc,0.883450806141,0.883450806141,0.00337458504721
78,BsmtExposure.No,0.883034348488,0.883034348488,0.00337299427185
79,MasVnrType.NA,0.882968246937,0.882968246937,0.00337274177867
80,GarageCond.Gd,0.881784975529,0.881784975529,0.00336822194579
81,Electrical.FuseF,0.880666553974,0.880666553974,0.00336394982489
82,TotalBsmtSF,0.880385875702,0.880385875702,0.00336287769649
83,YrSold,0.880291700363,0.880291700363,0.0033625179677
84,RoofMatl.CompShg,0.88016551733,0.88016551733,0.00336203597665
85,GarageCond.Ex,0.879225194454,0.879225194454,0.00335844415298
86,BsmtQual.Fa,0.878856897354,0.878856897354,0.0033570373402
87,Heating.GasA,0.878714680672,0.878714680672,0.00335649410419
88,Neighborhood.Sawyer,0.878657758236,0.878657758236,0.00335627667318
89,BsmtFinType2.LwQ,0.877828359604,0.877828359604,0.00335310855538
90,YearBuilt,0.877723038197,0.877723038197,0.0033527062511
91,Exterior2nd.AsphShn,0.876932322979,0.876932322979,0.00334968589532
92,Exterior1st.CemntBd,0.87649333477,0.87649333477,0.00334800905826
93,LandSlope.Mod,0.876246809959,0.876246809959,0.00334706738847
94,SaleCondition.Normal,0.876043975353,0.876043975353,0.00334629260551
95,Functional.Sev,0.875848472118,0.875848472118,0.00334554582676
96,BsmtFinType1.BLQ,0.87547904253,0.87547904253,0.00334413468812
97,LotConfig.Corner,0.875417709351,0.875417709351,0.00334390040905
98,Exterior1st.BrkComm,0.875342905521,0.875342905521,0.00334361467511
99,SaleType.CWD,0.874606668949,0.874606668949,0.0033408024156
100,Alley.Pave,0.874597132206,0.874597132206,0.00334076598737
101,LotConfig.Inside,0.874417901039,0.874417901039,0.00334008136429
102,BsmtQual.TA,0.874314010143,0.874314010143,0.00333968452423
103,1stFlrSF,0.873992085457,0.873992085457,0.00333845484373
104,Electrical.SBrkr,0.873623073101,0.873623073101,0.00333704529883
105,Neighborhood.OldTown,0.873379945755,0.873379945755,0.00333611660659
106,OverallCond,0.873234629631,0.873234629631,0.00333556153141
