,variable,relative_importance,scaled_importance,percentage
0,LandContour.Lvl,1.0,1.0,0.00384162996199
1,Exterior1st.CemntBd,0.970317780972,0.970317780972,0.00372760186003
2,LotShape.Reg,0.951875030994,0.951875030994,0.00365675163913
3,Condition1.Norm,0.943040192127,0.943040192127,0.00362281145743
4,Utilities.AllPub,0.937652885914,0.937652885914,0.00360211542047
5,BsmtCond.TA,0.935278952122,0.935278952122,0.00359299564529
6,Condition2.Norm,0.934607386589,0.934607386589,0.00359041573901
7,GarageCars,0.93371117115,0.93371117115,0.00358697281093
8,ExterQual.TA,0.932197868824,0.932197868824,0.00358115926337
9,RoofStyle.Gable,0.931808114052,0.931808114052,0.00357966196976
10,LotConfig.FR2,0.929606854916,0.929606854916,0.00357120554671
11,GarageFinish.Unf,0.929398417473,0.929398417473,0.00357040480719
12,GarageType.Attchd,0.929053843021,0.929053843021,0.00356908107965
13,Heating.GasA,0.925589263439,0.925589263439,0.00355577144692
14,Exterior1st.AsbShng,0.925228953362,0.925228953362,0.00355438726893
15,Neighborhood.StoneBr,0.923129141331,0.923129141331,0.00354632056812
16,LandContour.Low,0.922045707703,0.922045707703,0.00354215841703
17,LandSlope.Sev,0.920414924622,0.920414924622,0.00353589355188
18,SaleCondition.Normal,0.917537093163,0.917537093163,0.00352483798833
19,Neighborhood.IDOTRR,0.915859341621,0.915859341621,0.00351839268774
20,Heating.Grav,0.913510978222,0.913510978222,0.00350937114454
21,Street.Pave,0.913387060165,0.913387060165,0.00350889509722
22,MasVnrType.None,0.91334182024,0.91334182024,0.00350872130217
23,LandContour.Bnk,0.910802721977,0.910802721977,0.00349896702621
24,GarageType.BuiltIn,0.907152414322,0.907152414322,0.00348494389495
25,Neighborhood.Crawfor,0.906771600246,0.906771600246,0.00348348094818
26,Condition1.RRAn,0.903807520866,0.903807520866,0.00347209405203
27,HouseStyle.2.5Fin,0.90278762579,0.90278762579,0.00346817599254
28,SaleType.WD,0.902778029442,0.902778029442,0.00346813912693
29,Condition1.Feedr,0.902307808399,0.902307808399,0.00346633271168
30,MoSold,0.901842951775,0.901842951775,0.00346454690454
31,TotalBsmtSF,0.901704907417,0.901704907417,0.0034640165892
32,Heating.Wall,0.9013915658,0.9013915658,0.00346281284666
33,FullBath,0.901093482971,0.901093482971,0.00346166772273
34,FireplaceQu.Ex,0.900493741035,0.900493741035,0.00345936373614
35,Exterior1st.BrkComm,0.899014830589,0.899014830589,0.00345368230946
36,OverallQual,0.898859620094,0.898859620094,0.00345308604817
37,BsmtFinSF1,0.897851884365,0.897851884365,0.0034492147004
38,Functional.Typ,0.895263433456,0.895263433456,0.00343927082984
39,GarageCond.NA,0.894999623299,0.894999623299,0.00343825736883
40,Foundation.PConc,0.894767165184,0.894767165184,0.00343736435077
41,Heating.Floor,0.894303977489,0.894303977489,0.00343558495505
42,Neighborhood.Timber,0.894027590752,0.894027590752,0.00343452317947
43,KitchenQual.Gd,0.893658638,0.893658638,0.00343310579953
44,LotArea,0.891809463501,0.891809463501,0.00342600195537
45,Foundation.Stone,0.891537725925,0.891537725925,0.00342495804016
46,OpenPorchSF,0.891013324261,0.891013324261,0.00342294348301
47,Exterior2nd.Brk Cmn,0.890899121761,0.890899121761,0.00342250475926
48,MSZoning.C (all),0.890776515007,0.890776515007,0.00342203374948
49,Exterior2nd.BrkFace,0.890745818615,0.890745818615,0.0034219158253
50,Neighborhood.Blueste,0.890591084957,0.890591084957,0.00342132139585
51,Exterior1st.ImStucc,0.889342606068,0.889342606068,0.00341652520194
52,Functional.Min1,0.888654410839,0.888654410839,0.00341388141053
53,Condition1.RRNn,0.888143837452,0.888143837452,0.00341191997651
54,OverallCond,0.886971354485,0.886971354485,0.00340741573081
55,RoofStyle.Flat,0.884904265404,0.884904265404,0.00339947473946
56,LandSlope.Mod,0.884096264839,0.884096264839,0.00339637070029
57,PoolQC.Gd,0.884042203426,0.884042203426,0.00339616301634
58,1stFlrSF,0.88345181942,0.88345181942,0.00339389497945
59,GarageCond.Gd,0.883383274078,0.883383274078,0.00339363165362
60,PoolQC.NA,0.883262097836,0.883262097836,0.00339316613933
61,BsmtFinType1.BLQ,0.883136570454,0.883136570454,0.00339268390958
62,BsmtQual.NA,0.882911741734,0.882911741734,0.00339182020083
63,Neighborhood.SWISU,0.882860004902,0.882860004902,0.00339162144707
64,SaleType.CWD,0.882598161697,0.882598161697,0.00339061554237
65,Neighborhood.SawyerW,0.881940543652,0.881940543652,0.00338808921718
66,BsmtExposure.NA,0.881289720535,0.881289720535,0.0033855889956
67,BsmtCond.Fa,0.880868017673,0.880868017673,0.00338396896925
68,Fence.MnPrv,0.880132973194,0.880132973194,0.00338114520035
69,BsmtCond.NA,0.88010841608,0.88010841608,0.00338105086101
70,BsmtFinType2.Rec,0.880010128021,0.880010128021,0.00338067327466
71,Alley.Grvl,0.879532456398,0.879532456398,0.00337883823704
72,HouseStyle.1.5Unf,0.879190802574,0.879190802574,0.00337752572947
73,MSZoning.RM,0.878163099289,0.878163099289,0.00337357767374
74,Functional.Sev,0.878127753735,0.878127753735,0.0033734418892
75,SaleType.Con,0.877430140972,0.877430140972,0.00337076191911
76,Fence.GdWo,0.876463294029,0.876463294029,0.00336704765092
77,MiscFeature.TenC,0.875868320465,0.875868320465,0.00336476198265
78,Alley.NA,0.875531792641,0.875531792641,0.00336346916728
79,MiscVal,0.875414788723,0.875414788723,0.00336301968152
80,Fence.NA,0.875317633152,0.875317633152,0.00336264644577
81,Exterior2nd.CmentBd,0.875237703323,0.875237703323,0.00336233938495
82,BldgType.1Fam,0.875227570534,0.875227570534,0.00336230045852
83,RoofMatl.CompShg,0.875084578991,0.875084578991,0.00336175113792
84,Id,0.874819278717,0.874819278717,0.00336073195244
85,ExterQual.Gd,0.874146580696,0.874146580696,0.00335814769557
86,WoodDeckSF,0.874085187912,0.874085187912,0.00335791184721
87,GarageType.Detchd,0.873994708061,0.873994708061,0.0033575642571
88,MSSubClass,0.873498141766,0.873498141766,0.00335565663315
89,Functional.Min2,0.872935175896,0.872935175896,0.00335349392659
90,LotShape.IR3,0.872790873051,0.872790873051,0.00335293956846
91,Neighborhood.NoRidge,0.872497260571,0.872497260571,0.00335181161796
92,BsmtExposure.Gd,0.871675789356,0.871675789356,0.00334865582953
93,BsmtExposure.Mn,0.871015965939,0.871015965939,0.00334612103212
94,Exterior1st.VinylSd,0.870985925198,0.870985925198,0.00334600562671
95,Condition1.PosN,0.870837390423,0.870837390423,0.00334543501107
96,Exterior1st.Stone,0.870683252811,0.870683252811,0.0033448428714
97,RoofMatl.Membran,0.87057864666,0.87057864666,0.00334444101327
98,Foundation.Slab,0.87042081356,0.87042081356,0.00334383467691
99,HouseStyle.1.5Fin,0.870249629021,0.870249629021,0.00334317704925
100,SaleCondition.Alloca,0.869165658951,0.869165658951,0.00333901283735
101,SaleType.ConLw,0.868987441063,0.868987441063,0.00333832819018
102,LandSlope.Gtl,0.868853807449,0.868853807449,0.00333781481928
103,Fence.GdPrv,0.868789672852,0.868789672852,0.00333756843789
104,FireplaceQu.NA,0.86877399683,0.86877399683,0.00333750821642
105,CentralAir.Y,0.868634104729,0.868634104729,0.00333697080273
106,RoofMatl.ClyTile,0.867990553379,0.867990553379,0.00333449851658
107,Exterior1st.WdShing,0.867725849152,0.867725849152,0.00333348162089
108,ExterCond.Fa,0.865545868874,0.865545868874,0.00332510694334
109,ExterCond.TA,0.865187942982,0.865187942982,0.00332373192451
110,RoofStyle.Shed,0.865175843239,0.865175843239,0.00332368544177
111,BsmtFinType1.GLQ,0.865010499954,0.865010499954,0.00332305025406
112,Exterior2nd.AsphShn,0.864004194736,0.864004194736,0.00331918440178
113,BsmtFinType2.Unf,0.863628447056,0.863628447056,0.00331774091823
114,Electrical.NA,0.863607347012,0.863607347012,0.00331765985967
115,SaleType.COD,0.863346278667,0.863346278667,0.0033166569317
116,MasVnrType.NA,0.86248844862,0.86248844862,0.00331336146608
117,BsmtQual.Fa,0.861962974072,0.861962974072,0.00331134278732
118,Foundation.Wood,0.861745178699,0.861745178699,0.00331050609809
119,BsmtFinType1.Rec,0.861465513706,0.861465513706,0.00330943172867
120,Exterior2nd.Wd Shng,0.859561502934,0.859561502934,0.00330211722384
121,HouseStyle.1Story,0.859405517578,0.859405517578,0.00330151798582
122,ExterCond.Ex,0.858908951283,0.858908951283,0.00329961036186
123,GarageQual.Ex,0.858906984329,0.858906984329,0.00329960280556
124,GarageType.CarPort,0.858465492725,0.858465492725,0.00329790675818
125,Condition2.Feedr,0.857918798923,0.857918798923,0.00329580656289
126,RoofMatl.Tar&Grv,0.857689201832,0.857689201832,0.00329492453583
127,PavedDrive.P,0.857445955276,0.857445955276,0.00329399007257
128,Neighborhood.Sawyer,0.857348918915,0.857348918915,0.00329361729478
129,HouseStyle.SLvl,0.857167422771,0.857167422771,0.00329292005376
130,RoofMatl.WdShake,0.856218218803,0.856218218803,0.00328927356335
131,PavedDrive.Y,0.855785131454,0.855785131454,0.00328760980202
132,Condition1.RRNe,0.855697929859,0.855697929859,0.00328727480576
133,HeatingQC.Po,0.855512857437,0.855512857437,0.00328656382599
134,Condition2.RRNn,0.855474948883,0.855474948883,0.00328641819536
135,Electrical.FuseF,0.855137825012,0.855137825012,0.00328512309019
136,HouseStyle.2Story,0.854987740517,0.854987740517,0.0032845465211
137,Neighborhood.Edwards,0.854182720184,0.854182720184,0.00328145393087
138,RoofMatl.WdShngl,0.853550434113,0.853550434113,0.00327902492175
139,Neighborhood.OldTown,0.853407680988,0.853407680988,0.00327847651707
140,EnclosedPorch,0.853404462337,0.853404462337,0.00327846415221
141,Exterior2nd.MetalSd,0.853359460831,0.853359460831,0.00327829127307
142,Electrical.FuseA,0.853317022324,0.853317022324,0.00327812824003
143,LotConfig.Corner,0.852987527847,0.852987527847,0.00327686244418
144,BsmtFinType2.LwQ,0.852812945843,0.852812945843,0.00327619176472
145,SaleType.New,0.852672696114,0.852672696114,0.00327565297716
146,Neighborhood.Gilbert,0.852329492569,0.852329492569,0.00327433451614
147,Heating.OthW,0.851724624634,0.851724624634,0.00327201083735
148,RoofMatl.Roll,0.851580917835,0.851580917835,0.00327145876901
149,Exterior1st.AsphShn,0.851270616055,0.851270616055,0.00327026670439
150,GarageQual.Po,0.851142466068,0.851142466068,0.00326977439957
151,Neighborhood.Mitchel,0.851089656353,0.851089656353,0.00326957152418
152,LotConfig.CulDSac,0.851053237915,0.851053237915,0.00326943161802
