,variable,relative_importance,scaled_importance,percentage
0,ExterQual.TA,1.0,1.0,0.00389751948081
1,BsmtFinType1.Unf,0.947424530983,0.947424530983,0.0036926055661
2,LandContour.Lvl,0.939751446247,0.939751446247,0.00366269956887
3,SaleType.WD,0.936553180218,0.936553180218,0.00365023426471
4,Condition1.RRAe,0.930354833603,0.930354833603,0.00362607608803
5,BsmtExposure.No,0.921671390533,0.921671390533,0.00359223219951
6,FireplaceQu.Fa,0.920825481415,0.920825481415,0.00358893525224
7,Electrical.Mix,0.920526325703,0.920526325703,0.00358776928703
8,Condition1.PosN,0.916786551476,0.916786551476,0.00357319344412
9,Condition1.Norm,0.914663434029,0.914663434029,0.00356491855251
10,Functional.Typ,0.913883984089,0.913883984089,0.00356188063119
11,Alley.Pave,0.910613954067,0.910613954067,0.00354913562547
12,ExterQual.Ex,0.908748865128,0.908748865128,0.003541866405
13,Neighborhood.Edwards,0.907362341881,0.907362341881,0.00353646240363
14,SaleType.COD,0.907063782215,0.907063782215,0.00353529876152
15,BsmtFinType1.LwQ,0.905481934547,0.905481934547,0.00352913347942
16,HouseStyle.SLvl,0.904735863209,0.904735863209,0.00352622565184
17,Utilities.AllPub,0.900437891483,0.900437891483,0.00350947422332
18,BsmtQual.Gd,0.897290050983,0.897290050983,0.00349720545365
19,BsmtFinType1.GLQ,0.89464789629,0.89464789629,0.00348690760426
20,GrLivArea,0.89463943243,0.89463943243,0.0034868746162
21,2ndFlrSF,0.891829550266,0.891829550266,0.00347592304573
22,LotShape.Reg,0.891539692879,0.891539692879,0.00347479332091
23,Heating.GasA,0.891368687153,0.891368687153,0.00347412682276
24,MoSold,0.890554845333,0.890554845333,0.00347095485842
25,RoofMatl.Roll,0.889388918877,0.889388918877,0.00346641063734
26,BsmtExposure.Gd,0.889313817024,0.889313817024,0.00346611792641
27,FullBath,0.889157474041,0.889157474041,0.00346550857658
28,BsmtExposure.NA,0.887978076935,0.887978076935,0.00346091185339
29,RoofMatl.Membran,0.887619078159,0.887619078159,0.00345951264867
30,GarageYrBlt,0.887305796146,0.887305796146,0.00345829162592
31,Neighborhood.NoRidge,0.886463344097,0.886463344097,0.00345500815264
32,LotConfig.Inside,0.886102497578,0.886102497578,0.0034536017463
33,MSZoning.RL,0.885510742664,0.885510742664,0.00345129537
34,BsmtFinType2.NA,0.885254025459,0.885254025459,0.00345029480969
35,Exterior2nd.Stucco,0.884698927402,0.884698927402,0.0034481313042
36,MasVnrType.Stone,0.883854985237,0.883854985237,0.00344484202317
37,Heating.OthW,0.882862567902,0.882862567902,0.00344097405727
38,RoofMatl.CompShg,0.882196903229,0.882196903229,0.00343837961624
39,BsmtFinType2.GLQ,0.880565047264,0.880565047264,0.00343201942583
40,Neighborhood.StoneBr,0.880275845528,0.880275845528,0.00343089225643
41,LotFrontage,0.880142748356,0.880142748356,0.00343037350761
42,HouseStyle.2.5Fin,0.879853248596,0.879853248596,0.00342924517666
43,ExterCond.Ex,0.879671096802,0.879671096802,0.00342853523649
44,1stFlrSF,0.879586577415,0.879586577415,0.00342820582054
45,Exterior2nd.BrkFace,0.879275679588,0.879275679588,0.0034269940902
46,LotArea,0.87920153141,0.87920153141,0.00342670509623
47,BldgType.1Fam,0.879124581814,0.879124581814,0.00342640518368
48,BsmtFinType2.Unf,0.878815174103,0.878815174103,0.0034251992611
49,KitchenQual.Ex,0.877307713032,0.877307713032,0.00341932390221
50,RoofMatl.Tar&Grv,0.877181708813,0.877181708813,0.00341883279831
51,OverallQual,0.876323342323,0.876323342323,0.00341548729819
52,Neighborhood.Somerst,0.875883042812,0.875883042812,0.00341377122227
53,BsmtQual.TA,0.872103691101,0.872103691101,0.00339904112535
54,GarageType.NA,0.872098088264,0.872098088264,0.00339901928819
55,Condition1.Artery,0.871939003468,0.871939003468,0.00339839925209
56,Condition2.RRAe,0.871886312962,0.871886312962,0.00339819388982
57,Heating.Floor,0.871622562408,0.871622562408,0.0033971659169
58,LotShape.IR1,0.87066924572,0.87066924572,0.00339345034654
59,RoofMatl.Metal,0.870595693588,0.870595693588,0.00339316367567
60,PoolQC.Gd,0.869654178619,0.869654178619,0.00338949410274
61,GarageFinish.Fin,0.86964070797,0.86964070797,0.00338944160062
62,Neighborhood.SWISU,0.869174540043,0.869174540043,0.00338762470204
63,RoofStyle.Hip,0.86890733242,0.86890733242,0.00338658325513
64,LandContour.HLS,0.868872344494,0.868872344494,0.003386446889
65,YearBuilt,0.867302179337,0.867302179337,0.00338032713971
66,BsmtFinSF1,0.866473197937,0.866473197937,0.00337709616856
67,OverallCond,0.866335332394,0.866335332394,0.00337655883492
