,variable,relative_importance,scaled_importance,percentage
0,Neighborhood.Edwards,1.0,1.0,0.00371554002989
1,Functional.Maj2,0.992080032825,0.992080032825,0.00368611307482
2,SaleCondition.Abnorml,0.991619408131,0.991619408131,0.00368440160532
3,Exterior1st.Stucco,0.982717096806,0.982717096806,0.00365132471124
4,RoofMatl.CompShg,0.981680691242,0.981680691242,0.00364747390488
5,Condition1.Norm,0.971359908581,0.971359908581,0.00360912662376
6,LandContour.Lvl,0.968419969082,0.968419969082,0.00359820316087
7,SaleType.WD,0.966093719006,0.966093719006,0.00358955988559
8,LotShape.IR1,0.9656919837,0.9656919837,0.00358806722198
9,PavedDrive.Y,0.962636470795,0.962636470795,0.00357671434147
10,BsmtQual.TA,0.962187290192,0.962187290192,0.00357504539296
11,PoolQC.NA,0.961034715176,0.961034715176,0.00357076295435
12,Exterior1st.BrkFace,0.955087065697,0.955087065697,0.00354866422463
13,Foundation.Wood,0.95393383503,0.95393383503,0.00354437934992
14,Neighborhood.Gilbert,0.952048122883,0.952048122883,0.00353737291095
15,MSZoning.C (all),0.951829195023,0.951829195023,0.00353655947572
16,BsmtFinType2.NA,0.951811790466,0.951811790466,0.0035364948084
17,GarageType.NA,0.951310217381,0.951310217381,0.00353463119352
18,BsmtFinType2.Unf,0.949379563332,0.949379563332,0.00352745777112
19,Condition2.Norm,0.946799099445,0.946799099445,0.00351786995425
20,GrLivArea,0.945239305496,0.945239305496,0.0035120744774
21,GarageQual.Po,0.944484293461,0.944484293461,0.00350926919996
22,TotalBsmtSF,0.943957686424,0.943957686424,0.00350731257043
23,BsmtQual.Gd,0.943283200264,0.943283200264,0.0035048064901
24,MSZoning.RM,0.943066418171,0.943066418171,0.00350400102756
25,Electrical.NA,0.939410507679,0.939410507679,0.00349041734578
26,BsmtExposure.No,0.938678085804,0.938678085804,0.00348769600298
27,Utilities.AllPub,0.937825381756,0.937825381756,0.00348452774696
28,Exterior1st.BrkComm,0.937642455101,0.937642455101,0.00348384807565
29,OpenPorchSF,0.937253296375,0.937253296375,0.00348240214083
30,Neighborhood.Somerst,0.935854911804,0.935854911804,0.00347720638698
31,BsmtCond.Po,0.935643076897,0.935643076897,0.0034764193059
32,ExterQual.TA,0.934398829937,0.934398829937,0.00347179625651
33,CentralAir.Y,0.934233725071,0.934233725071,0.00347118280277
34,SaleType.COD,0.933925926685,0.933925926685,0.00347003916555
35,Functional.Maj1,0.933142185211,0.933142185211,0.00346712714273
36,BsmtCond.TA,0.9330971241,0.9330971241,0.00346695971637
37,FullBath,0.932580769062,0.932580769062,0.00346504117856
38,MasVnrType.None,0.92889714241,0.92889714241,0.00345135451628
39,Exterior2nd.Wd Sdng,0.928877949715,0.928877949715,0.00345128320505
40,BsmtFinType2.Rec,0.928199768066,0.928199768066,0.00344876339398
41,GarageType.BuiltIn,0.927648305893,0.927648305893,0.0034467144142
42,2ndFlrSF,0.92751711607,0.92751711607,0.00344622697316
43,Fence.MnWw,0.927144646645,0.927144646645,0.00344484304811
44,Exterior1st.VinylSd,0.926931679249,0.926931679249,0.00344405175922
45,RoofStyle.Gable,0.924889564514,0.924889564514,0.00343646420018
46,Heating.GasW,0.924784243107,0.924784243107,0.00343607287427
47,OverallQual,0.924543499947,0.924543499947,0.00343517838343
48,Functional.Mod,0.924482584,0.924482584,0.00343495204779
49,RoofMatl.WdShngl,0.923904418945,0.923904418945,0.00343280385238
50,Exterior2nd.AsbShng,0.921921789646,0.921921789646,0.00342543731386
51,BldgType.Duplex,0.921100080013,0.921100080013,0.00342238421882
52,BsmtFinType2.ALQ,0.920714318752,0.920714318752,0.00342095090742
53,HeatingQC.Fa,0.920192658901,0.920192658901,0.00341901265936
54,Fence.NA,0.919955611229,0.919955611229,0.00341813189924
55,Condition2.PosA,0.919579684734,0.919579684734,0.0034167351293
56,HouseStyle.1Story,0.918812513351,0.918812513351,0.00341388467332
57,GarageType.Detchd,0.918745577335,0.918745577335,0.00341363596987
58,Electrical.FuseA,0.918674767017,0.918674767017,0.0034133728713
59,FireplaceQu.Gd,0.917695105076,0.917695105076,0.00340973289814
60,Exterior2nd.Stucco,0.917482256889,0.917482256889,0.00340894205219
61,LandSlope.Gtl,0.91742259264,0.91742259264,0.00340872036728
62,Exterior1st.CemntBd,0.915406405926,0.915406405926,0.00340122914483
63,Neighborhood.BrkSide,0.915059447289,0.915059447289,0.00339994000613
64,Condition1.PosN,0.914868533611,0.914868533611,0.00339923065872
65,Foundation.Slab,0.914260447025,0.914260447025,0.00339697128867
66,Electrical.FuseP,0.913847327232,0.913847327232,0.00339543632554
67,FireplaceQu.Po,0.913694620132,0.913694620132,0.0033948689362
68,Electrical.SBrkr,0.913185298443,0.913185298443,0.00339297653107
69,LotConfig.FR3,0.913180172443,0.913180172443,0.00339295748521
70,BsmtExposure.Mn,0.912537634373,0.912537634373,0.00339057010929
71,GarageFinish.Unf,0.912410497665,0.912410497665,0.00339009772777
72,BsmtFinType1.NA,0.911159396172,0.911159396172,0.00338544921009
73,ExterQual.Ex,0.910237550735,0.910237550735,0.00338202405647
74,MasVnrType.BrkCmn,0.909953176975,0.909953176975,0.00338096745438
75,Neighborhood.BrDale,0.908979952335,0.908979952335,0.00337735139927
76,LandContour.Bnk,0.908444106579,0.908444106579,0.00337536044291
77,BsmtHalfBath,0.908356249332,0.908356249332,0.00337503400579
78,Condition2.Artery,0.90833568573,0.90833568573,0.00337495760091
79,Neighborhood.Mitchel,0.908226490021,0.908226490021,0.00337455187988
80,BldgType.1Fam,0.907697677612,0.907697677612,0.00337258705621
81,GarageCars,0.907442688942,0.907442688942,0.00337163963559
82,BsmtCond.NA,0.906998634338,0.906998634338,0.00336998973294
83,Neighborhood.StoneBr,0.906987071037,0.906987071037,0.00336994676903
84,GarageQual.TA,0.906799018383,0.906799018383,0.00336924805187
85,GarageType.CarPort,0.906180500984,0.906180500984,0.00336694992571
86,BsmtFinType2.BLQ,0.904848456383,0.904848456383,0.00336200066067
87,Alley.Grvl,0.904757201672,0.904757201672,0.00336166160014
88,RoofStyle.Hip,0.904521405697,0.904521405697,0.00336078549076
89,Condition2.RRAn,0.904446780682,0.904446780682,0.00336050821853
90,Exterior1st.Plywood,0.904044449329,0.904044449329,0.00335901334028
91,SaleCondition.Partial,0.903274834156,0.903274834156,0.0033561538043
92,ExterCond.Gd,0.902182638645,0.902182638645,0.00335209570816
93,Functional.Sev,0.901854336262,0.901854336262,0.00335087588751
94,SaleType.CWD,0.901444196701,0.901444196701,0.00334935199755
95,Neighborhood.Veenker,0.901318430901,0.901318430901,0.00334888470969
96,Functional.Typ,0.900635361671,0.900635361671,0.00334634673862
97,PavedDrive.P,0.899463295937,0.899463295937,0.00334199188147
98,HeatingQC.Ex,0.899367570877,0.899367570877,0.00334163621118
99,HeatingQC.TA,0.899363577366,0.899363577366,0.00334162137313
100,LotConfig.CulDSac,0.899284303188,0.899284303188,0.00334132682675
101,Condition1.Feedr,0.89926892519,0.89926892519,0.00334126968918
102,RoofMatl.WdShake,0.898852169514,0.898852169514,0.00333972121678
103,ExterCond.TA,0.897426903248,0.897426903248,0.00333442558292
104,Condition1.RRAn,0.897213697433,0.897213697433,0.00333363340818
105,BsmtFinType2.GLQ,0.895636260509,0.895636260509,0.00332777237814
106,GarageFinish.RFn,0.895571649075,0.895571649075,0.00332753231177
107,MiscFeature.NA,0.895436704159,0.895436704159,0.00332703091853
108,RoofStyle.Gambrel,0.895207583904,0.895207583904,0.00332617961306
109,Neighborhood.Crawfor,0.894212067127,0.894212067127,0.00332248073062
110,FireplaceQu.NA,0.89266037941,0.89266037941,0.00331671537279
111,SaleCondition.Normal,0.891767442226,0.891767442226,0.00331339762894
112,BsmtExposure.Gd,0.891494333744,0.891494333744,0.00331238288345
113,Condition1.Artery,0.891232311726,0.891232311726,0.00331140933015
114,BsmtFinSF2,0.891128361225,0.891128361225,0.0033110230979
115,EnclosedPorch,0.890946090221,0.890946090221,0.00331034586269
